name,blurb
nova scotia, Nova Scotia is one of three Canadian maritime provinces. It is located at the eastern side of canada bordering the atlantic ocean. It is located at 44º 39' N Longitude which is centered between the equator and the north pole. <br><br> It has a population of nearly a million which combined with its small relative size(55 000 square kilometers) makes it the province with the second highest population density.
